5,7,12,15,35,45,47
1,12,23,27,30,31,37
5,6,32,33,39,42,47
7,8,10,11,19,34,45
2,27,30,31,37,46,47
11,14,18,20,37,41,46
5,12,13,28,33,37,43
2,3,5,22,23,32,33
18,19,22,27,29,36,47
2,15,18,19,22,27,49
1,2,18,26,27,39,42
2,20,25,26,46,47,48
4,7,29,35,39,43,44
3,13,14,23,33,36,45
14,26,31,34,37,45,48
10,14,20,28,35,40,42
1,12,20,22,30,34,38
8,11,20,28,36,43,47
9,10,16,24,26,44,48
4,7,13,24,26,27,43
1,2,3,6,12,20,41
3,4,13,15,21,29,48
1,6,7,24,31,36,39
3,5,6,25,37,43,45
3,23,28,40,42,43,45
14,15,16,19,30,36,46
2,6,11,12,16,39,45
15,18,19,25,32,42,49
3,11,12,19,35,45,47
6,18,21,23,24,32,48
5,7,18,24,28,41,49
7,18,19,29,39,47,48
4,13,14,15,34,46,47
6,17,23,24,25,31,38
1,15,26,28,31,39,49
1,5,25,35,38,44,47
2,8,12,14,33,37,47
8,24,28,34,37,43,45
9,15,21,23,41,43,44
6,15,18,26,41,46,48
1,2,8,13,22,45,46
2,13,22,28,35,41,42
3,4,9,25,26,37,39
11,24,26,31,42,44,46
3,11,18,19,23,27,44
23,29,33,34,39,44,48
8,10,15,24,30,35,49
8,17,27,28,39,44,49
5,7,9,25,31,37,39
5,8,13,15,27,28,37
2,4,18,20,29,38,41
6,23,27,30,34,38,45
1,3,7,19,31,39,49
12,13,24,25,26,41,43
5,6,7,12,14,18,25
8,16,24,27,30,38,40
12,18,22,24,28,43,49
6,8,15,20,30,32,42
2,3,8,13,18,20,23
6,11,12,14,35,43,44
4,14,24,41,43,46,49
4,15,21,30,33,35,47
11,17,18,20,22,29,45
1,2,3,17,24,35,36
4,13,23,28,32,40,42
3,7,8,12,18,24,41
17,22,28,38,41,43,45
15,18,20,28,29,40,47
2,9,10,15,29,44,48
2,7,14,16,22,27,47
8,11,12,25,28,30,33
8,21,28,32,33,34,48
5,9,19,20,21,28,30
7,12,14,18,30,45,47
7,8,14,32,38,42,44
6,19,24,25,26,35,36
1,13,20,24,39,45,47
7,19,34,35,38,42,46
3,12,14,15,25,32,49
13,18,25,41,44,48,49
5,6,11,12,24,26,34
1,4,22,25,26,36,46
2,5,10,21,25,35,49
2,3,4,20,22,40,43
3,18,27,29,32,33,35
3,14,19,30,32,39,46
3,7,12,16,20,42,48
4,6,13,19,26,29,47
1,3,13,18,19,39,48
7,10,14,20,21,23,31
2,18,19,29,42,47,49
2,6,10,12,24,30,37
2,10,13,15,23,28,49
2,7,10,22,32,34,38
8,23,25,26,33,41,43
1,16,28,29,33,37,47
7,9,12,20,28,38,44
1,10,13,26,43,46,49
12,21,23,27,28,29,37
4,13,25,29,36,40,48
13,15,17,18,19,47,49
7,10,24,30,35,36,39
2,6,21,26,28,33,47
12,15,19,20,28,29,39
3,14,17,25,30,33,39
3,4,5,8,13,22,33
10,12,13,25,28,29,41
9,22,25,30,31,39,42
2,5,6,43,46,47,48
4,17,27,32,34,39,47
12,17,27,28,31,36,48
3,14,26,27,29,32,34
4,5,7,8,18,30,35
19,25,27,29,30,36,46
1,5,6,32,36,38,44
5,7,11,40,41,47,48
17,19,26,29,34,35,38
10,14,26,34,43,47,48
9,10,19,24,28,30,31
9,19,25,26,29,30,44
5,22,28,31,39,46,48
5,6,26,29,34,36,43
2,7,12,25,29,32,35
3,18,27,30,33,40,45
11,18,23,24,27,28,39
14,16,30,35,36,45,49
7,17,19,23,31,36,41
3,6,10,14,19,25,33
1,3,4,5,16,32,33
8,11,16,21,24,28,41
6,7,17,20,32,44,49
11,16,29,30,31,33,42
4,9,12,15,28,29,43
3,11,12,16,34,36,37
1,3,6,34,37,42,45
17,18,19,21,32,40,49
5,8,18,22,32,39,45
2,27,30,32,35,36,38
4,23,27,32,35,43,47
9,12,17,23,24,42,47
10,19,25,29,39,41,42
16,17,22,24,40,41,47
17,26,30,32,34,39,41
12,17,22,30,34,43,49
8,17,21,23,24,28,39
7,9,13,18,27,33,44
8,9,12,13,29,30,31
8,10,15,17,33,34,35
1,4,5,7,22,29,48
1,6,13,19,32,35,40
11,15,24,26,37,38,43
2,8,28,30,36,39,42
8,18,27,28,38,41,48
2,7,8,11,16,17,18
6,9,10,14,17,18,19
4,7,10,12,23,25,36
4,10,18,20,31,35,44
5,15,25,38,42,46,47
8,27,28,29,31,32,35
5,17,19,25,31,38,46
